codigo,denominacao,atestado_bombeiros,licenca_ambiental,orgão_regulador,defesa_civil,laudo_acustico,outros_docs
64.35-2-03,Companhias hipotecárias,C - Comercial,-,-,-,-,-
64.36-1-00,"Sociedades de crédito, financiamento e investimento - financeiras",C - Comercial,-,-,-,-,-
64.37-9-00,Sociedades de crédito ao microempreendedor,C - Comercial,-,-,-,-,-
64.40-9-00,Arrendamento mercantil,C - Comercial,-,-,-,-,-
64.50-6-00,Sociedades de capitalização,C - Comercial,-,-,-,-,-
64.61-1-00,Holdings de instituições financeiras,C - Comercial,-,-,-,-,-
64.62-0-00,Holdings de instituições não financeiras,C - Comercial,-,-,-,-,-
64.63-8-00,"Outras sociedades de participação, exceto holdings",C - Comercial,-,-,-,-,-
64.70-1-01,"Fundos de investimento, exceto previdenciários e imobiliários",C - Comercial,-,-,-,-,-
64.70-1-02,Fundos de investimento previdenciários,C - Comercial,-,-,-,-,-
64.70-1-03,Fundos de investimento imobiliários,C - Comercial,-,-,-,-,-
64.91-3-00,Sociedades de fomento mercantil - factoring,C - Comercial,-,-,-,-,-
64.92-1-00,Securitização de créditos,C - Comercial,-,-,-,-,-
64.93-0-00,Administração de consórcios para aquisição de bens e direitos,C - Comercial,-,-,-,-,-
64.99-9-01,Clubes de investimento,C - Comercial,-,-,-,-,-
64.99-9-02,Sociedades de investimento,C - Comercial,-,-,-,-,-
64.99-9-03,Fundo garantidor de crédito,C - Comercial,-,-,-,-,-
64.99-9-04,Caixas de financiamento de corporações,C - Comercial,-,-,-,-,-
64.99-9-05,Concessão de crédito pelas OSCIP,C - Comercial,-,-,-,-,-
64.99-9-99,Outras atividades de serviços financeiros não especificadas anteriormente,C - Comercial,-,-,-,-,-
65.11-1-01,Sociedade seguradora de seguros vida,C - Comercial,-,-,-,-,-
65.11-1-02,Planos de auxílio-funeral,C - Comercial,-,-,-,-,-
65.12-0-00,Sociedade seguradora de seguros não vida,C - Comercial,-,-,-,-,-
65.20-1-00,Sociedade seguradora de seguros-saúde,C - Comercial,-,-,-,-,-
65.30-8-00,Resseguros,C - Comercial,-,-,-,-,-
65.41-3-00,Previdência complementar fechada,C - Comercial,-,-,-,-,-
65.42-1-00,Previdência complementar aberta,C - Comercial,-,-,-,-,-
65.50-2-00,Planos de saúde,C - Comercial,-,-,-,-,-
66.11-8-01,Bolsa de valores,C - Comercial,-,-,-,-,-
66.11-8-02,Bolsa de mercadorias,C - Comercial,-,-,-,-,-
66.11-8-03,Bolsa de mercadorias e futuros,C - Comercial,-,-,-,-,-
66.11-8-04,Administração de mercados de balcão organizados,C - Comercial,-,-,-,-,-
66.12-6-01,Corretoras de títulos e valores mobiliários,C - Comercial,-,-,-,-,-
66.12-6-02,Distribuidoras de títulos e valores mobiliários,C - Comercial,-,-,-,-,-
66.12-6-03,Corretoras de câmbio,C - Comercial,-,-,-,-,-
66.12-6-04,Corretoras de contratos de mercadorias,C - Comercial,-,-,-,-,-
66.12-6-05,Agentes de investimentos em aplicações financeiras,C - Comercial,-,-,-,-,-
66.13-4-00,Administração de cartões de crédito,C - Comercial,-,-,-,-,-
66.19-3-01,Serviços de liquidação e custódia,C - Comercial,-,-,-,-,-
66.19-3-02,Correspondentes de instituições financeiras,C - Comercial,-,-,-,-,-
66.19-3-03,Representações de bancos estrangeiros,C - Comercial,-,-,-,-,-
66.19-3-04,Caixas eletrônicos,C - Comercial,-,-,-,-,-
66.19-3-05,Operadoras de cartões de débito,C - Comercial,-,-,-,-,-
66.19-3-99,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,C - Comercial,-,-,-,-,-
66.21-5-01,Peritos e avaliadores de seguros,C - Comercial,-,-,-,-,-
66.21-5-02,Auditoria e consultoria atuarial,C - Comercial,-,-,-,-,-
66.22-3-00,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",C - Comercial,-,-,-,-,-
66.29-1-00,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente",C - Comercial,-,-,-,-,-
66.30-4-00,Atividades de administração de fundos por contrato ou comissão,C - Comercial,-,-,-,-,-
68.10-2-01,Compra e venda de imóveis próprios,C - Comercial,-,-,-,-,-
68.10-2-02,Aluguel de imóveis próprios,C - Comercial,-,-,-,-,-
68.10-2-03,Loteamento de imóveis próprios,C - Comercial,-,-,-,-,-
68.21-8-01,Corretagem na compra e venda e avaliação de imóveis,C - Comercial,-,-,-,-,-
68.21-8-02,Corretagem no aluguel de imóveis,C - Comercial,-,-,-,-,-
68.22-6-00,Gestão e administração da propriedade imobiliária,C - Comercial,-,-,-,-,-
69.11-7-01,Serviços advocatícios,D - Serviço Profissional,-,-,-,-,-
69.11-7-02,Atividades auxiliares da justiça,C - Comercial,-,-,-,-,-
69.11-7-03,Agente de propriedade industrial,C - Comercial,-,-,-,-,-
69.20-6-01,Atividades de contabilidade,D - Serviço Profissional,-,-,-,-,-
69.20-6-02,Atividades de consultoria e auditoria contábil e tributária,D - Serviço Profissional,-,-,-,-,-
69.12-5-00,Cartórios,C - Comercial,-,-,-,-,-
70.20-4-00,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",D - Serviço Profissional,-,-,-,-,-
71.11-1-00,Serviços de arquitetura,D - Serviço Profissional,-,-,-,-,-
71.12-0-00,Serviços de engenharia,D - Serviço Profissional,-,-,-,-,-
71.19-7-01,"Serviços de cartografia, topografia e geodésia",D - Serviço Profissional,-,-,-,-,-
71.19-7-02,Atividades de estudos geológicos,D - Serviço Profissional,-,-,-,-,-
71.19-7-03,Serviços de desenho técnico relacionados à arquitetura e engenharia,D - Serviço Profissional,-,-,-,-,-
71.19-7-04,Serviços de perícia técnica relacionados à segurança do trabalho,D - Serviço Profissional,-,-,-,-,-
71.19-7-99,Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente,D - Serviço Profissional,-,-,-,-,-
71.20-1-00,Testes e análises técnicas,D - Serviço Profissional,-,-,-,-,-
72.10-0-00,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,D - Serviço Profissional,-,-,-,-,-
72.20-7-00,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,D - Serviço Profissional,-,-,-,-,-
73.11-4-00,Agências de publicidade,D - Serviço Profissional,-,-,-,-,-
73.12-2-00,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",D - Serviço Profissional,-,-,-,-,-
73.19-0-01,Criação de estandes para feiras e exposições,D - Serviço Profissional,-,-,-,-,-
73.19-0-02,Promoção de vendas,D - Serviço Profissional,-,-,-,-,-
73.19-0-03,Marketing direto,D - Serviço Profissional,-,-,-,-,-
73.19-0-04,Consultoria em publicidade,D - Serviço Profissional,-,-,-,-,-
73.19-0-99,Outras atividades de publicidade não especificadas anteriormente,D - Serviço Profissional,-,-,-,-,-
73.20-3-00,Pesquisas de mercado e de opinião pública,D - Serviço Profissional,-,-,-,-,-
74.10-2-02,Design de interiores,D - Serviço Profissional,-,-,-,-,-
74.10-2-03,Desing de produto,D - Serviço Profissional,-,-,-,-,-
74.10-2-99,Atividades de desing não especificadas anteriormente,D - Serviço Profissional,-,-,-,-,-
74.20-0-01,"Atividades de produção de fotografias, exceto aérea e submarina",D - Serviço Profissional,-,-,-,-,-
74.20-0-02,Atividades de produção de fotografias aéreas e submarinas,D - Serviço Profissional,-,-,-,-,-
74.20-0-03,Laboratórios fotográficos,D - Serviço Profissional,-,-,-,-,-
74.20-0-04,Filmagem de festas e eventos,D - Serviço Profissional,-,-,-,-,-
74.20-0-05,Serviços de microfilmagem,D - Serviço Profissional,-,-,-,-,-
74.90-1-01,"Serviços de tradução, interpretação e similares",D - Serviço Profissional,-,-,-,-,-
74.90-1-02,Escafandria e mergulho,D - Serviço Profissional,-,-,-,-,-
74.90-1-03,Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias,D - Serviço Profissional,-,-,-,-,-
74.90-1-04,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",D - Serviço Profissional,-,-,-,-,-
74.90-1-05,"Agenciamento de profissionais para atividades esportivas, culturais e artísticas",D - Serviço Profissional,-,-,-,-,-
74.90-1-99,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",D - Serviço Profissional,-,-,-,-,-
75.00-1-00,Atividades veterinárias,C - Comercial,-,-,-,-,-
77.11-0-00,Locação de automóveis sem condutor,C - Comercial,-,-,-,-,-
77.19-5-01,"Locação de embarcações sem tripulação, exceto para fins recreativos",C - Comercial,-,-,-,-,-
77.19-5-02,Locação de aeronaves sem tripulação,C - Comercial,-,-,-,-,-
77.19-5-99,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",C - Comercial,-,-,-,-,-
77.21-7-00,Aluguel de equipamentos recreativos e esportivos,C - Comercial,-,-,-,-,-
77.22-5-00,"Aluguel de fitas de vídeo, DVDs e similares",C - Comercial,-,-,-,-,-
77.23-3-00,"Aluguel de objetos do vestuário, jóias e acessórios",C - Comercial,-,-,-,-,-
77.29-2-01,Aluguel de aparelhos de jogos eletrônicos,C - Comercial,-,-,-,-,-
77.29-2-02,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais",C - Comercial,-,-,-,-,-
77.29-2-03,Aluguel de material médico,C - Comercial,-,-,-,-,-
77.29-2-99,Aluguel de outros objetos pessoais e domésticos não especificados anteriormente,C - Comercial,-,-,-,-,-
77.31-4-00,Aluguel de máquinas e equipamentos agrícolas sem operador,C - Comercial,-,-,-,-,-
77.32-2-01,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",C - Comercial,-,-,-,-,-
77.32-2-02,Aluguel de andaimes,C - Comercial,-,-,-,-,-
77.33-1-00,Aluguel de máquinas e equipamentos para escritório,C - Comercial,-,-,-,-,-
77.39-0-01,"Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador",C - Comercial,-,-,-,-,-
77.39-0-02,"Aluguel de equipamentos científicos, médicos e hospitalares, sem operador",C - Comercial,-,-,-,-,-
77.39-0-03,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",C - Comercial,-,-,-,-,-
77.39-0-99,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",C - Comercial,-,-,-,-,-
77.40-3-00,Gestão de ativos intangíveis não financeiros,C - Comercial,-,-,-,-,-
78.10-8-00,Seleção e agenciamento de mão de obra,C - Comercial,-,-,-,-,-
78.20-5-00,Locação de mão de obra temporária,C - Comercial,-,-,-,-,-
78.30-2-00,Fornecimento e gestão de recursos humanos para terceiros,C - Comercial,-,-,-,-,-
79.11-2-00,Agências de viagens,C - Comercial,-,-,-,-,-
79.12-1-00,Operadores turísticos,C - Comercial,-,-,-,-,-
79.90-2-00,Serviços de reservas e outros serviços de turismo não especificados anteriormente,C - Comercial,-,-,-,-,-
80.11-1-01,Atividades de vigilância e segurança privada,C - Comercial,-,Autorização do Exército,-,-,-
80.11-1-02,Serviços de adestramento de cães de guarda,C - Comercial,-,-,-,-,-
80.12-9-00,Atividades de transporte de valores,C - Comercial,-,-,-,-,-
80.20-0-01,Atividades de monitoramento de sistemas de segurança eletrônico,C - Comercial,-,-,-,-,-
80.20-0-02,Outras atividades de serviços de segurança,C - Comercial,-,-,-,-,-
80.30-7-00,Atividades de investigação particular,C - Comercial,-,-,-,-,-
81.11-7-00,"Serviços combinados para apoio a edifícios, exceto condomínios prediais",C - Comercial,-,-,-,-,-
81.21-4-00,Limpeza em prédios e em domicílios,C - Comercial,-,-,-,-,-
81.29-0-00,Atividades de limpeza não especificadas anteriormente,C - Comercial,-,-,-,-,-
81.30-3-00,Atividades paisagísticas,C - Comercial,-,-,-,-,-
81.12-5-00,Condomínios prediais,C - Comercial,-,-,-,-,-
81.22-2-00,Imunização e controle de pragas urbanas,C - Comercial,-,-,-,-,-
82.11-3-00,Serviços combinados de escritório e apoio administrativo,C - Comercial,-,-,-,-,-
82.19-9-01,Fotocópias,C - Comercial,-,-,-,-,-
82.19-9-99,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,C - Comercial,-,-,-,-,-
82.20-2-00,Atividades de teleatendimento,C - Comercial,-,-,-,-,-
82.30-0-01,"Serviços de organização de feiras, congressos, exposições e festas",C - Comercial,-,-,-,-,-
82.91-1-00,Atividades de cobrança e informações cadastrais,C - Comercial,-,-,-,-,-
82.99-7-01,"Medição de consumo de energia elétrica, gás e água",C - Comercial,-,-,-,-,-
82.99-7-02,"Emissão de vales-alimentação, vales-transporte e similares",C - Comercial,-,-,-,-,-
82.99-7-03,"Serviços de gravação de carimbos, exceto confecção",C - Comercial,-,-,-,-,-
82.99-7-04,Leiloeiros independentes,C - Comercial,-,-,-,-,-
82.99-7-05,Serviços de levantamento de fundos sob contrato,C - Comercial,-,-,-,-,-
82.99-7-99,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,C - Comercial,-,Autorização DETRAN - Vistoria veicular,-,-,-
82.30-0-02,Casas de festas e eventos,F - Local de reunião de público,-,-,-,Laudo acústico com ART,-
82.99-7-06,Casas lotéricas,C - Comercial,-,Autorização CEF,-,-,-
82.92-0-00,Envasamento e empacotamento sob contrato,C - Comercial,-,-,-,-,-
82.99-7-07,Salas de acesso à Internet,C - Comercial,-,-,-,-,-
84.11-6-00,Administração pública em geral,D - Serviço Profissional,-,-,-,-,-
84.12-4-00,"Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais",D - Serviço Profissional,-,-,-,-,-
84.13-2-00,Regulação das atividades econômicas,D - Serviço Profissional,-,-,-,-,-
84.21-3-00,Relações exteriores,D - Serviço Profissional,-,-,-,-,-
84.22-1-00,Defesa,D - Serviço Profissional,-,-,-,-,-
84.23-0-00,Justiça,D - Serviço Profissional,-,-,-,-,-
84.24-8-00,Segurança e ordem pública,D - Serviço Profissional,-,-,-,-,-
84.25-6-00,Defesa Civil,D - Serviço Profissional,-,-,-,-,-
84.30-2-00,Seguridade social obrigatória,D - Serviço Profissional,-,-,-,-,-
85.11-2-00,Educação infantil - creche,E - Educacional e Cultura física,-,Autorização COMED,-,-,-
85.12-1-00,Educação infantil - pré-escola,E - Educacional e Cultura física,-,Autorização COMED,-,-,-
85.13-9-00,Ensino fundamental,E - Educacional e Cultura física,-,-,-,-,-
85.20-1-00,Ensino médio,E - Educacional e Cultura física,-,-,-,-,-
85.31-7-00,Educação superior - graduação,E - Educacional e Cultura física,-,-,-,-,-
85.32-5-00,Educação superior - graduação e pós-graduação,E - Educacional e Cultura física,-,-,-,-,-
85.33-3-00,Educação superior - pós-graduação e extensão,E - Educacional e Cultura física,-,-,-,-,-
85.41-4-00,Educação profissional de nível técnico,E - Educacional e Cultura física,-,-,-,-,-
85.42-2-00,Educação profissional de nível tecnológico,E - Educacional e Cultura física,-,-,-,-,-
85.50-3-01,Administração de caixas escolares,E - Educacional e Cultura física,-,-,-,-,-
85.50-3-02,"Atividades de apoio à educação, exceto caixas escolares",E - Educacional e Cultura física,-,-,-,-,-
85.91-1-00,Ensino de esportes,E - Educacional e Cultura física,-,-,-,-,-
85.92-9-01,Ensino de dança,E - Educacional e Cultura física,-,-,-,-,-
85.92-9-02,"Ensino de artes cênicas, exceto dança",E - Educacional e Cultura física,-,-,-,-,-
85.92-9-03,Ensino de música,E - Educacional e Cultura física,-,-,-,-,-
85.92-9-99,Ensino de arte e cultura não especificado anteriormente,E - Educacional e Cultura física,-,-,-,-,-
85.93-7-00,Ensino de idiomas,E - Educacional e Cultura física,-,-,-,-,-
85.99-6-01,Formação de condutores,E - Educacional e Cultura física,-,-,-,-,-
85.99-6-02,Cursos de pilotagem,E - Educacional e Cultura física,-,-,-,-,-
85.99-6-03,Treinamento em informática,E - Educacional e Cultura física,-,-,-,-,-
85.99-6-04,Treinamento em desenvolvimento profissional e gerencial,E - Educacional e Cultura física,-,-,-,-,-
85.99-6-05,Cursos preparatórios para concursos,E - Educacional e Cultura física,-,-,-,-,-
85.99-6-99,Outras atividades de ensino não especificadas anteriormente,E - Educacional e Cultura física,-,-,-,-,-
86.10-1-01,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",H - Serviço de saúde e institucional,-,-,-,-,-
86.10-1-02,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências,H - Serviço de saúde e institucional,-,-,-,-,-
86.30-5-01,Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos,H - Serviço de saúde e institucional,-,-,-,-,-
86.30-5-02,Atividade médica ambulatorial com recursos para realização de exames complementares,H - Serviço de saúde e institucional,-,-,-,-,-
86.30-5-04,Atividade odontológica,H - Serviço de saúde e institucional,-,-,-,-,-
86.30-5-06,Serviços de vacinação e imunização humana,H - Serviço de saúde e institucional,-,-,-,-,-
86.30-5-07,Atividades de reprodução humana assistida,H - Serviço de saúde e institucional,-,-,-,-,-
86.30-5-99,Atividades de atenção ambulatorial não especificadas anteriormente,H - Serviço de saúde e institucional,-,-,-,-,-
86.40-2-01,Laboratórios de anatomia patológica e citológica,H - Serviço de saúde e institucional,-,-,-,-,-
86.40-2-02,Laboratórios clínicos,H - Serviço de saúde e institucional,-,-,-,-,-
86.40-2-03,Serviços de diálise e nefrologia,H - Serviço de saúde e institucional,-,-,-,-,-
86.40-2-04,Serviços de tomografia,H - Serviço de saúde e institucional,-,-,-,-,-
86.40-2-05,"Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia",H - Serviço de saúde e institucional,-,-,-,-,-
86.40-2-06,Serviços de ressonância magnética,H - Serviço de saúde e institucional,-,-,-,-,-
86.40-2-07,"Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética",H - Serviço de saúde e institucional,-,-,-,-,-
86.40-2-08,"Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos",H - Serviço de saúde e institucional,-,-,-,-,-
86.40-2-09,Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos,H - Serviço de saúde e institucional,-,-,-,-,-
86.40-2-10,Serviços de quimioterapia,H - Serviço de saúde e institucional,-,-,-,-,-
86.40-2-11,Serviços de radioterapia,H - Serviço de saúde e institucional,-,-,-,-,-
86.40-2-12,Serviços de hemoterapia,H - Serviço de saúde e institucional,-,-,-,-,-
86.40-2-13,Serviços de litotripsia,H - Serviço de saúde e institucional,-,-,-,-,-
86.40-2-14,Serviços de bancos de células e tecidos humanos,H - Serviço de saúde e institucional,-,-,-,-,-
86.40-2-99,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente,H - Serviço de saúde e institucional,-,-,-,-,-
86.21-6-01,UTI móvel,H - Serviço de saúde e institucional,-,-,-,-,-
86.21-6-02,"Serviços móveis de atendimento a urgências, exceto por UTI móvel",H - Serviço de saúde e institucional,-,-,-,-,-
86.22-4-00,"Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências",H - Serviço de saúde e institucional,-,-,-,-,-
86.30-5-03,Atividade médica ambulatorial restrita a consultas,H - Serviço de saúde e institucional,-,-,-,-,-
86.50-0-01,Atividades de enfermagem,H - Serviço de saúde e institucional,-,-,-,-,-
86.50-0-02,Atividades de profissionais da nutrição,H - Serviço de saúde e institucional,-,-,-,-,-
86.50-0-03,Atividades de psicologia e psicanálise,H - Serviço de saúde e institucional,-,-,-,-,-
86.50-0-04,Atividades de fisioterapia,H - Serviço de saúde e institucional,-,-,-,-,-
86.50-0-05,Atividades de terapia ocupacional,H - Serviço de saúde e institucional,-,-,-,-,-
86.50-0-06,Atividades de fonoaudiologia,H - Serviço de saúde e institucional,-,-,-,-,-
86.50-0-07,Atividades de terapia de nutrição enteral e parenteral,H - Serviço de saúde e institucional,-,-,-,-,-
86.50-0-99,Atividades de profissionais da área de saúde não especificadas anteriormente,H - Serviço de saúde e institucional,-,-,-,-,-
86.60-7-00,Atividades de apoio à gestão de saúde,H - Serviço de saúde e institucional,-,-,-,-,-
86.90-9-01,Atividades de práticas integrativas e complementares em saúde humana,H - Serviço de saúde e institucional,-,-,-,-,-
86.90-9-02,Atividades de bancos de leite humano,H - Serviço de saúde e institucional,-,-,-,-,-
86.90-9-03,Atividades de acupuntura,H - Serviço de saúde e institucional,-,-,-,-,-
86.90-9-04,Atividades de podologia,H - Serviço de saúde e institucional,-,-,-,-,-
86.90-9-99,Outras atividades de atenção à saúde humana não especificadas anteriormente,H - Serviço de saúde e institucional,-,-,-,-,-
87.11-5-01,Clínicas e residências geriátricas,H - Serviço de saúde e institucional,-,-,-,-,Atividade CSE - CMGDT
87.11-5-02,Instituições de longa permanência para idosos,H - Serviço de saúde e institucional,-,-,-,-,Atividade CSE - CMGDT
87.11-5-05,Condomínios residenciais para idosos,H - Serviço de saúde e institucional,-,-,-,-,Atividade CSE - CMGDT
87.30-1-01,Orfanatos,H - Serviço de saúde e institucional,-,-,-,-,Atividade CSE - CMGDT
87.30-1-02,Albergues assistenciais,H - Serviço de saúde e institucional,-,-,-,-,Atividade CSE - CMGDT
87.11-5-03,"Atividades de assistência a deficientes físicos, imunodeprimidos e convalescentes",H - Serviço de saúde e institucional,-,-,-,-,Atividade CSE - CMGDT
87.11-5-04,Centros de apoio a pacientes com câncer e com AIDS,H - Serviço de saúde e institucional,-,-,-,-,Atividade CSE - CMGDT
87.12-3-00,Atividades de fornecimento de infraestrutura de apoio e assistência a paciente no domicílio,H - Serviço de saúde e institucional,-,-,-,-,Atividade CSE - CMGDT
87.30-1-99,Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente,H - Serviço de saúde e institucional,-,-,-,-,Atividade CSE - CMGDT
87.20-4-01,Atividades de centros de assistência psicossocial,H - Serviço de saúde e institucional,-,-,-,-,Atividade CSE - CMGDT
87.20-4-99,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não especificadas anteriormente",H - Serviço de saúde e institucional,-,-,-,-,-
88.00-6-00,Serviços de assistência social sem alojamento,C - Comercial,-,-,-,-,-
90.01-9-01,Produção teatral,C - Comercial,-,-,-,-,-
90.01-9-02,Produção musical,C - Comercial,-,-,-,-,-
90.01-9-03,Produção de espetáculos de dança,C - Comercial,-,-,-,-,-
90.01-9-04,"Produção de espetáculos circenses, de marionetes e similares",C - Comercial,-,-,-,-,-
90.01-9-05,"Produção de espetáculos de rodeios, vaquejadas e similares",C - Comercial,-,-,-,-,-
90.01-9-06,Atividades de sonorização e de iluminação,C - Comercial,-,-,-,-,-
90.01-9-99,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",C - Comercial,-,-,-,-,-
90.02-7-01,"Atividades de artistas plásticos, jornalistas independentes e escritores",C - Comercial,-,-,-,-,-
90.02-7-02,Restauração de obras de arte,D - Serviço Profissional,-,-,-,-,-
90.03-5-00,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas",C - Comercial,-,-,-,-,-
91.01-5-00,Atividades de bibliotecas e arquivos,C - Comercial,-,-,-,-,-
91.02-3-01,Atividades de museus e de exploração de lugares e prédios históricos e atrações similares,F - Local de reunião de público,-,-,-,-,-
91.02-3-02,Restauração e conservação de lugares e prédios históricos,D - Serviço Profissional,-,-,-,-,-
91.03-1-00,"Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental",F - Local de reunião de público,-,-,-,-,-
92.00-3-01,Casas de bingo,F - Local de reunião de público,-,-,-,-,-
92.00-3-02,Exploração de apostas em corridas de cavalos,C - Comercial,-,-,-,-,-
92.00-3-99,Exploração de jogos de azar e apostas não especificados anteriormente,C - Comercial,-,-,-,-,-
93.11-5-00,Gestão de instalações de esportes,C - Comercial,-,-,-,-,-
93.13-1-00,Atividades de condicionamento físico,C - Comercial,-,-,-,Laudo acústico com ART,-
93.19-1-01,Produção e promoção de eventos esportivos,C - Comercial,-,-,-,-,-
93.19-1-99,Outras atividades esportivas não especificadas anteriormente,C - Comercial,-,-,-,-,-
93.29-8-99,Outras atividades de recreação e lazer não especificadas anteriormente,C - Comercial,-,-,-,-,-
93.12-3-00,"Clubes sociais, esportivos e similares",F - Local de reunião de público,-,-,-,Laudo acústico com ART,-
93.21-2-00,Parques de diversão e parques temáticos,F - Local de reunião de público,-,-,-,-,-
93.29-8-01,"Discotecas, danceterias, salões de dança e similares",F - Local de reunião de público,-,-,-,-,-
93.29-8-02,Exploração de boliches,F - Local de reunião de público,-,-,-,-,-
93.29-8-03,"Exploração de jogos de sinuca, bilhar e similares",F - Local de reunião de público,-,-,-,-,-
93.29-8-04,Exploração de jogos eletrônicos recreativos,C - Comercial,-,-,-,-,-
94.11-1-00,Atividades de organizações associativas patronais e empresariais,C - Comercial,-,-,-,-,-
94.12-0-01,Atividades de fiscalização profissional,D - Serviço Profissional,-,-,-,-,-
94.12-0-99,Outras atividades associativas profissionais,C - Comercial,-,-,-,-,-
94.20-1-00,Atividades de organizações sindicais,C - Comercial,-,-,-,-,-
94.30-8-00,Atividades de associações de defesa de direitos sociais,C - Comercial,-,-,-,-,-
94.91-0-00,Atividades de organizações religiosas ou filosóficas,F - Local de reunião de público,-,-,-,Laudo acústico com ART,Atividade CSE - CMGDT
94.92-8-00,Atividades de organizações políticas,C - Comercial,-,-,-,-,-
94.93-6-00,Atividades de organizações associativas ligadas à cultura e à arte,C - Comercial,-,-,-,-,-
94.99-5-00,Atividades associativas não especificadas anteriormente,C - Comercial,-,-,-,-,-
95.11-8-00,Reparação e manutenção de computadores e de equipamentos periféricos,D - Serviço Profissional,-,-,-,-,-
95.12-6-00,Reparação e manutenção de equipamentos de comunicação,D - Serviço Profissional,-,-,-,-,-
95.21-5-00,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico,D - Serviço Profissional,-,-,-,-,-
95.29-1-01,"Reparação de calçados, bolsas e artigos de viagem",D - Serviço Profissional,-,-,-,-,-
95.29-1-02,Chaveiros,D - Serviço Profissional,-,-,-,-,-
95.29-1-03,Reparação de relógios,D - Serviço Profissional,-,-,-,-,-
95.29-1-04,"Reparação de bicicletas, triciclos e outros veículos não motorizados",D - Serviço Profissional,-,-,-,-,-
95.29-1-05,Reparação de artigos do mobiliário,D - Serviço Profissional,-,-,-,-,-
95.29-1-06,Reparação de jóias,D - Serviço Profissional,-,-,-,-,-
95.29-1-99,Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente,D - Serviço Profissional,-,-,-,-,-
96.01-7-01,Lavanderias,D - Serviço Profissional,-,-,-,-,-
96.09-2-06,Serviços de tatuagem e colocação de piercing,D - Serviço Profissional,-,-,-,-,-
96.01-7-02,Tinturarias,C - Comercial,-,-,-,-,-
96.01-7-03,Toalheiros,D - Serviço Profissional,-,-,-,-,-
96.09-2-05,Atividades de sauna e banhos,C - Comercial,-,-,-,-,-
96.02-5-01,"Cabeleireiros, manicure e pedicure",D - Serviço Profissional,-,-,-,-,-
96.02-5-02,Atividades de estética e outros serviços de cuidados com a beleza,D - Serviço Profissional,-,-,-,-,-
96.09-2-02,Agências matrimoniais,D - Serviço Profissional,-,-,-,-,-
96.09-2-07,Alojamento de animais domésticos,C - Comercial,-,-,-,-,-
96.09-2-08,Higiene e embelezamento de animais domésticos,C - Comercial,-,-,-,-,-
96.09-2-99,Outras atividades de serviços pessoais não especificadas anteriormente,C - Comercial,-,-,-,-,-
96.03-3-01,Gestão e manutenção de cemitérios,Verificar,Licenciamento ambiental,-,-,-,-
96.03-3-02,Serviços de cremação,Verificar,Licenciamento ambiental,-,-,-,-
96.03-3-03,Serviços de sepultamento,Verificar,Licenciamento ambiental,-,-,-,-
96.03-3-04,Serviços de funerárias,Verificar,Licenciamento ambiental,-,-,-,-
96.03-3-05,Serviços de somatoconservação,Verificar,Licenciamento ambiental,-,-,-,-
